street,name,type,oneway,node,lat,lon
5536174,Spalding,residential,n/a,40692646,45.8569779,-111.3351473
5536174,Spalding,residential,n/a,40692649,45.8563410,-111.3358351
5536174,Spalding,residential,n/a,40692651,45.8553324,-111.3369326
5536174,Spalding,residential,n/a,40692654,45.8549071,-111.3373765
5536174,Spalding,residential,n/a,961882034,45.8546787,-111.3377190
5538505,Spalding,residential,n/a,40721137,45.8551165,-111.3316738
5538505,Spalding,residential,n/a,40721138,45.8544772,-111.3323481
5538505,Spalding,residential,n/a,40721142,45.8534648,-111.3334446
5538509,Spalding,residential,n/a,40721184,45.8535990,-111.3350960
5538509,Spalding,residential,n/a,40721186,45.8540634,-111.3345833
5538509,Spalding,residential,n/a,40721189,45.8550941,-111.3335061
5538509,Spalding,residential,n/a,2705337666,45.8557236,-111.3328070
5540362,Spalding,residential,n/a,40743004,45.8538707,-111.3312181
5540362,Spalding,residential,n/a,40743005,45.8545209,-111.3305173
5542464,Railroad Avenue,residential,n/a,40767452,45.8542590,-111.3267000
5542464,Railroad Avenue,residential,n/a,40709746,45.8542990,-111.3266480
5543537,Spalding,residential,n/a,40745110,45.8559516,-111.3380753
5543537,Spalding,residential,n/a,40784418,45.8552479,-111.3388194
5543609,Branch Street,residential,n/a,40786345,45.8596532,-111.3419700
5543609,Branch Street,residential,n/a,961678951,45.8597332,-111.3419576
5543609,Branch Street,residential,n/a,40725006,45.8602640,-111.3413350
5543609,Branch Street,residential,n/a,40786350,45.8605610,-111.3410160
5543609,Branch Street,residential,n/a,40786352,45.8606350,-111.3409047
5543889,7th Street North,residential,n/a,40792391,45.8554220,-111.3286150
5543889,7th Street North,residential,n/a,40712054,45.8558000,-111.3282083
5543889,7th Street North,residential,n/a,40792393,45.8564350,-111.3275202
5543889,7th Street North,residential,n/a,40792396,45.8574270,-111.3264580
5544023,7th Street South,residential,n/a,40795575,45.8531380,-111.3310610
5544023,7th Street South,residential,n/a,1810781527,45.8532055,-111.3309898
5544023,7th Street South,residential,n/a,40795576,45.8535513,-111.3306249
5544023,7th Street South,residential,n/a,40745055,45.8542143,-111.3299253
5544023,7th Street South,residential,n/a,40795582,45.8545936,-111.3295249
5544342,Madison Avenue,residential,n/a,40803282,45.8554000,-111.3216000
5544342,Madison Avenue,residential,n/a,40803284,45.8553740,-111.3195620
5544397,Access,residential,n/a,40803852,45.8603886,-111.3234985
5544397,Access,residential,n/a,40803859,45.8609280,-111.3235050
5544934,Washington Avenue,residential,n/a,40813773,45.8586400,-111.3286860
5544934,Washington Avenue,residential,n/a,40680597,45.8589478,-111.3292602
5544934,Washington Avenue,residential,n/a,40813778,45.8592764,-111.3298732
5545033,East Main Street,tertiary,n/a,4526181908,45.8532858,-111.3271036
5545033,East Main Street,tertiary,n/a,40815722,45.8536893,-111.3278499
5545033,East Main Street,tertiary,n/a,40808817,45.8539920,-111.3284006
5545033,East Main Street,tertiary,n/a,40795582,45.8545936,-111.3295249
5545531,East Fulton Avenue,residential,n/a,40829919,45.8589985,-111.3244356
5545531,East Fulton Avenue,residential,n/a,40680585,45.8590071,-111.3251578
5545531,East Fulton Avenue,residential,n/a,40829922,45.8590153,-111.3258534
5545531,East Fulton Avenue,residential,n/a,40829928,45.8590220,-111.3264140
5545531,East Fulton Avenue,residential,n/a,40829933,45.8590430,-111.3265070
5545531,East Fulton Avenue,residential,n/a,40680603,45.8593340,-111.3270300
5545531,East Fulton Avenue,residential,n/a,40829937,45.8596460,-111.3275880
5545533,East Fulton Avenue,residential,n/a,40829942,45.8589817,-111.3230226
5545533,East Fulton Avenue,residential,n/a,40829943,45.8589590,-111.3216097
5545970,4th Street North,residential,n/a,40840647,45.8578872,-111.3332429
5545970,4th Street North,residential,n/a,40749588,45.8580706,-111.3330427
5545970,4th Street North,residential,n/a,40712076,45.8582609,-111.3328351
5545970,4th Street North,residential,n/a,40840653,45.8588983,-111.3321392
5545970,4th Street North,residential,n/a,40840655,45.8598963,-111.3310505
5545970,4th Street North,residential,n/a,40840659,45.8603398,-111.3305658
5546407,Sunny Drive,residential,n/a,40853726,45.8598519,-111.3258921
5546407,Sunny Drive,residential,n/a,2705337695,45.8598201,-111.3263698
5546407,Sunny Drive,residential,n/a,40853727,45.8597599,-111.3265352
5546424,5th Street North,secondary,n/a,40854146,45.8566320,-111.3308790
5546424,5th Street North,secondary,n/a,40712066,45.8570035,-111.3304714
5546424,5th Street North,secondary,n/a,40854149,45.8576375,-111.3297818
5546424,5th Street North,secondary,n/a,40813773,45.8586400,-111.3286860
5546424,5th Street North,secondary,n/a,40829937,45.8596460,-111.3275880
5546424,5th Street North,secondary,n/a,40854153,45.8597540,-111.3274640
5546424,5th Street North,secondary,n/a,40854156,45.8598960,-111.3273020
5546424,5th Street North,secondary,n/a,40854160,45.8600180,-111.3271450
5546424,5th Street North,secondary,n/a,40854165,45.8601210,-111.3269780
5546424,5th Street North,secondary,n/a,40854168,45.8601730,-111.3268730
5546424,5th Street North,secondary,n/a,40854171,45.8602330,-111.3267270
5546424,5th Street North,secondary,n/a,40854173,45.8602860,-111.3265610
5546578,5th Street South,residential,n/a,40857297,45.8532590,-111.3345770
5546578,5th Street South,residential,n/a,40857299,45.8537674,-111.3340203
5546578,5th Street South,residential,n/a,40857301,45.8547786,-111.3329130
5546578,5th Street South,residential,n/a,40745063,45.8554159,-111.3322223
5546578,5th Street South,residential,n/a,40815730,45.8557990,-111.3318040
5546598,Yadon Road,residential,n/a,40857777,45.8604280,-111.3265690
5546598,Yadon Road,residential,n/a,40857787,45.8607790,-111.3265870
5546598,Yadon Road,residential,n/a,40857802,45.8645650,-111.3268680
5547239,Spruce Street,residential,n/a,40870778,45.8604113,-111.3244384
5547239,Spruce Street,residential,n/a,3458156295,45.8603300,-111.3244312
5547239,Spruce Street,residential,n/a,40829919,45.8589985,-111.3244356
5547239,Spruce Street,residential,n/a,40870781,45.8573979,-111.3244409
5547239,Spruce Street,residential,n/a,40870784,45.8557929,-111.3244465
5547239,Spruce Street,residential,n/a,40870787,45.8550270,-111.3244490
5547449,Altenbrand Avenue,residential,n/a,40875497,45.8609550,-111.3228970
5547449,Altenbrand Avenue,residential,n/a,40875507,45.8609150,-111.3230740
5547449,Altenbrand Avenue,residential,n/a,40803859,45.8609280,-111.3235050
5547449,Altenbrand Avenue,residential,n/a,40855403,45.8609660,-111.3244800
5547449,Altenbrand Avenue,residential,n/a,40875519,45.8610264,-111.3255192
5547449,Altenbrand Avenue,residential,n/a,40875529,45.8609874,-111.3256540
5547449,Altenbrand Avenue,residential,n/a,40875533,45.8608884,-111.3258928
5547449,Altenbrand Avenue,residential,n/a,40875549,45.8607720,-111.3263710
5547449,Altenbrand Avenue,residential,n/a,40857787,45.8607790,-111.3265870
5547451,Fabrick Street,residential,n/a,40875560,45.8594656,-111.3386720
5547451,Fabrick Street,residential,n/a,40725002,45.8590683,-111.3390955
5547451,Fabrick Street,residential,n/a,40875564,45.8584407,-111.3397830
5547451,Fabrick Street,residential,n/a,40875568,45.8574433,-111.3408754
5547451,Fabrick Street,residential,n/a,40684456,45.8565657,-111.3417862
5547451,Fabrick Street,residential,n/a,40875571,45.8562584,-111.3420806
5547451,Fabrick Street,residential,n/a,40875588,45.8561540,-111.3421118
5549867,Fulton Avenue,residential,n/a,40829937,45.8596460,-111.3275880
5549867,Fulton Avenue,residential,n/a,40680595,45.8599570,-111.3281470
5549867,Fulton Avenue,residential,n/a,40924263,45.8602985,-111.3287563
5549869,Fulton Avenue,residential,n/a,40829919,45.8589985,-111.3244356
5549869,Fulton Avenue,residential,n/a,40712021,45.8589902,-111.3237340
5549869,Fulton Avenue,residential,n/a,40829942,45.8589817,-111.3230226
5550012,East Park Avenue,residential,n/a,40806261,45.8531590,-111.3328630
5550012,East Park Avenue,residential,n/a,40721142,45.8534648,-111.3334446
5550012,East Park Avenue,residential,n/a,40857299,45.8537674,-111.3340203
5550012,East Park Avenue,residential,n/a,40721186,45.8540634,-111.3345833
5550012,East Park Avenue,residential,n/a,2019111480,45.8543392,-111.3351079
5550012,East Park Avenue,residential,n/a,40928492,45.8543826,-111.3351904
5550015,West Main Street,tertiary,n/a,4526181907,45.8580263,-111.3359726
5550015,West Main Street,tertiary,n/a,40928622,45.8582610,-111.3364093
5550015,West Main Street,tertiary,n/a,40875560,45.8594656,-111.3386720
5550015,West Main Street,tertiary,n/a,4526181906,45.8596094,-111.3389499
5550220,West Manhattan Avenue,residential,n/a,40935400,45.8582705,-111.3309724
5550220,West Manhattan Avenue,residential,n/a,40725010,45.8585935,-111.3315696
5550220,West Manhattan Avenue,residential,n/a,40840653,45.8588983,-111.3321392
5550220,West Manhattan Avenue,residential,n/a,40760188,45.8592075,-111.3327022
5550220,West Manhattan Avenue,residential,n/a,40935406,45.8595076,-111.3332526
5550220,West Manhattan Avenue,residential,n/a,40935408,45.8601103,-111.3343675
5550220,West Manhattan Avenue,residential,n/a,40935412,45.8602294,-111.3345624
5550220,West Manhattan Avenue,residential,n/a,40935415,45.8604924,-111.3351701
5550380,West Railroad Avenue North,residential,n/a,40941432,45.8572675,-111.3320684
5550380,West Railroad Avenue North,residential,n/a,40840647,45.8578872,-111.3332429
5550380,West Railroad Avenue North,residential,n/a,40941434,45.8584719,-111.3343496
5550380,West Railroad Avenue North,residential,n/a,40941436,45.8590689,-111.3354797
5550380,West Railroad Avenue North,residential,n/a,40941439,45.8596764,-111.3366295
5550380,West Railroad Avenue North,residential,n/a,40941442,45.8598790,-111.3370130
5550380,West Railroad Avenue North,residential,n/a,40941446,45.8599930,-111.3371290
5550598,West Washington Avenue,residential,n/a,40813778,45.8592764,-111.3298732
5550598,West Washington Avenue,residential,n/a,40725012,45.8595932,-111.3304760
5550598,West Washington Avenue,residential,n/a,40840655,45.8598963,-111.3310505
5550598,West Washington Avenue,residential,n/a,40760187,45.8601927,-111.3316123
5550598,West Washington Avenue,residential,n/a,40720487,45.8605022,-111.3321990
5550689,Broadway Street North,secondary,n/a,40950605,45.8568030,-111.3325760
5550689,Broadway Street North,secondary,n/a,40941432,45.8572675,-111.3320684
5550829,Broadway Street South,secondary,n/a,40858750,45.8530798,-111.3365977
5550829,Broadway Street South,secondary,n/a,1810761827,45.8533367,-111.3363202
5550829,Broadway Street South,secondary,n/a,40954222,45.8534013,-111.3362504
5550829,Broadway Street South,secondary,n/a,40928492,45.8543826,-111.3351904
5550829,Broadway Street South,secondary,n/a,40954228,45.8554062,-111.3340848
5550829,Broadway Street South,secondary,n/a,40745066,45.8560373,-111.3334031
5550829,Broadway Street South,secondary,n/a,40815732,45.8564284,-111.3329807
5550883,1st Street North,residential,n/a,40941439,45.8596764,-111.3366295
5550883,1st Street North,residential,n/a,962318717,45.8600757,-111.3361783
5550883,1st Street North,residential,n/a,40724970,45.8603927,-111.3358169
5550883,1st Street North,residential,n/a,40955437,45.8605470,-111.3356410
5550987,1st Street South,residential,n/a,40959520,45.8578293,-111.3386337
5550987,1st Street South,residential,n/a,40959522,45.8568413,-111.3397408
5550987,1st Street South,residential,n/a,40684454,45.8560695,-111.3405614
5550987,1st Street South,residential,n/a,40959528,45.8559613,-111.3406595
5550987,1st Street South,residential,n/a,40959531,45.8556679,-111.3408672
5551148,West Gallatin Avenue,residential,n/a,40954228,45.8554062,-111.3340848
5551148,West Gallatin Avenue,residential,n/a,2019111482,45.8554779,-111.3342177
5551148,West Gallatin Avenue,residential,n/a,40721109,45.8557326,-111.3346894
5551148,West Gallatin Avenue,residential,n/a,40845302,45.8560329,-111.3352611
5551148,West Gallatin Avenue,residential,n/a,40692649,45.8563410,-111.3358351
5551148,West Gallatin Avenue,residential,n/a,40964041,45.8566448,-111.3364025
5551148,West Gallatin Avenue,residential,n/a,40745111,45.8569462,-111.3369731
5551148,West Gallatin Avenue,residential,n/a,40964044,45.8572348,-111.3375158
5551148,West Gallatin Avenue,residential,n/a,40745096,45.8575278,-111.3380823
5551148,West Gallatin Avenue,residential,n/a,40959520,45.8578293,-111.3386337
5551148,West Gallatin Avenue,residential,n/a,40806547,45.8578635,-111.3386981
5551148,West Gallatin Avenue,residential,n/a,40745104,45.8581250,-111.3391898
5551148,West Gallatin Avenue,residential,n/a,40875564,45.8584407,-111.3397830
5551148,West Gallatin Avenue,residential,n/a,961678925,45.8587340,-111.3403350
5551148,West Gallatin Avenue,residential,n/a,40964048,45.8590413,-111.3409150
5551148,West Gallatin Avenue,residential,n/a,4526181905,45.8595945,-111.3419177
5551148,West Gallatin Avenue,residential,n/a,40786345,45.8596532,-111.3419700
5551337,8th Street South,residential,n/a,40808817,45.8539920,-111.3284006
5551337,8th Street South,residential,n/a,40808819,45.8536250,-111.3287320
5551337,8th Street South,residential,n/a,40808826,45.8536010,-111.3287850
5551337,8th Street South,residential,n/a,40745050,45.8536409,-111.3288503
5551337,8th Street South,residential,n/a,40968852,45.8533040,-111.3291930
5552463,Nixon Gulch Road,unclassified,n/a,40941446,45.8599930,-111.3371290
5552463,Nixon Gulch Road,unclassified,n/a,40995586,45.8602550,-111.3371850
5552463,Nixon Gulch Road,unclassified,n/a,40724996,45.8605320,-111.3371960
5552463,Nixon Gulch Road,unclassified,n/a,40995589,45.8606997,-111.3372020
5552463,Nixon Gulch Road,unclassified,n/a,962318755,45.8612595,-111.3372242
5552463,Nixon Gulch Road,unclassified,n/a,962318724,45.8619272,-111.3372554
5552463,Nixon Gulch Road,unclassified,n/a,40995593,45.8623790,-111.3372850
5552463,Nixon Gulch Road,unclassified,n/a,3458344109,45.8632683,-111.3373294
5552463,Nixon Gulch Road,unclassified,n/a,3458343052,45.8641779,-111.3373748
5552463,Nixon Gulch Road,unclassified,n/a,3458343089,45.8642861,-111.3373802
5552463,Nixon Gulch Road,unclassified,n/a,40995605,45.8677273,-111.3375519
5552463,Nixon Gulch Road,unclassified,n/a,40868552,45.8793232,-111.3380014
5552463,Nixon Gulch Road,unclassified,n/a,40995608,45.8813520,-111.3380270
5552463,Nixon Gulch Road,unclassified,n/a,1084252351,45.8846912,-111.3379939
5552463,Nixon Gulch Road,unclassified,n/a,40995614,45.8849700,-111.3379940
5552463,Nixon Gulch Road,unclassified,n/a,40995621,45.8851514,-111.3380615
5552463,Nixon Gulch Road,unclassified,n/a,40995626,45.8853046,-111.3381833
5552463,Nixon Gulch Road,unclassified,n/a,1084252237,45.8855475,-111.3385400
5552463,Nixon Gulch Road,unclassified,n/a,40995637,45.8857914,-111.3387183
5552463,Nixon Gulch Road,unclassified,n/a,3458061772,45.8858512,-111.3387267
5552463,Nixon Gulch Road,unclassified,n/a,40995639,45.8863390,-111.3387950
5552463,Nixon Gulch Road,unclassified,n/a,40995642,45.8869970,-111.3388020
5552463,Nixon Gulch Road,unclassified,n/a,1084252193,45.8873859,-111.3386774
5552463,Nixon Gulch Road,unclassified,n/a,40728818,45.8899642,-111.3375362
5552463,Nixon Gulch Road,unclassified,n/a,40995659,45.8913763,-111.3369604
5552504,Valley Street,residential,n/a,40997381,45.8580619,-111.3419608
5552504,Valley Street,residential,n/a,40964048,45.8590413,-111.3409150
5552504,Valley Street,residential,n/a,40725003,45.8596719,-111.3402152
5552504,Valley Street,residential,n/a,40928626,45.8600658,-111.3398064
5552947,9th Street,residential,n/a,40815722,45.8536893,-111.3278499
5552947,9th Street,residential,n/a,41009685,45.8532308,-111.3283122
5553368,East Manhattan Avenue,residential,n/a,41019606,45.8558240,-111.3263710
5553368,East Manhattan Avenue,residential,n/a,41019609,45.8559452,-111.3265990
5553368,East Manhattan Avenue,residential,n/a,3459218802,45.8561460,-111.3269767
5553368,East Manhattan Avenue,residential,n/a,40792393,45.8564350,-111.3275202
5553368,East Manhattan Avenue,residential,n/a,40712042,45.8567294,-111.3280738
5553368,East Manhattan Avenue,residential,n/a,41019613,45.8570337,-111.3286462
5553368,East Manhattan Avenue,residential,n/a,40680607,45.8573450,-111.3292317
5553368,East Manhattan Avenue,residential,n/a,40854149,45.8576375,-111.3297818
5553368,East Manhattan Avenue,residential,n/a,40680598,45.8579469,-111.3303637
5553368,East Manhattan Avenue,residential,n/a,40935400,45.8582705,-111.3309724
5554243,Broadway Road,residential,n/a,41038624,45.8612728,-111.3276870
5554243,Broadway Road,residential,n/a,3458414058,45.8610096,-111.3279764
5554243,Broadway Road,residential,n/a,3458156127,45.8607611,-111.3282496
5554243,Broadway Road,residential,n/a,40950614,45.8605660,-111.3284640
5554294,Cottonwood Street,residential,n/a,41039031,45.8566250,-111.3195670
5554294,Cottonwood Street,residential,n/a,41039033,45.8563100,-111.3195658
5554294,Cottonwood Street,residential,n/a,40803284,45.8553740,-111.3195620
5554294,Cottonwood Street,residential,n/a,41039036,45.8544760,-111.3195585
5554294,Cottonwood Street,residential,n/a,41039040,45.8541600,-111.3195572
5554294,Cottonwood Street,residential,n/a,41039043,45.8540990,-111.3195570
5554351,2nd Street North,residential,n/a,40941436,45.8590689,-111.3354797
5554351,2nd Street North,residential,n/a,40725019,45.8594547,-111.3350715
5554351,2nd Street North,residential,n/a,40935408,45.8601103,-111.3343675
5554351,2nd Street North,residential,n/a,41040577,45.8604982,-111.3339598
5554393,East Railroad Avenue North,residential,n/a,40767452,45.8542590,-111.3267000
5554393,East Railroad Avenue North,residential,n/a,41042222,45.8544135,-111.3267896
5554393,East Railroad Avenue North,residential,n/a,41042227,45.8548210,-111.3274910
5554393,East Railroad Avenue North,residential,n/a,40792391,45.8554220,-111.3286150
5554393,East Railroad Avenue North,residential,n/a,41042230,45.8560257,-111.3297245
5554393,East Railroad Avenue North,residential,n/a,40854146,45.8566320,-111.3308790
5554417,2nd Street South,residential,n/a,40928622,45.8582610,-111.3364093
5554417,2nd Street South,residential,n/a,40745083,45.8578779,-111.3368223
5554417,2nd Street South,residential,n/a,40964044,45.8572348,-111.3375158
5554417,2nd Street South,residential,n/a,41042973,45.8562390,-111.3386056
5554417,2nd Street South,residential,n/a,40684452,45.8556004,-111.3393006
5554417,2nd Street South,residential,n/a,41042977,45.8552269,-111.3396642
5554625,North 8th Street,residential,n/a,41042227,45.8548210,-111.3274910
5554625,North 8th Street,residential,n/a,40712052,45.8551940,-111.3270745
5554625,North 8th Street,residential,n/a,41048428,45.8556160,-111.3266032
5554625,North 8th Street,residential,n/a,41019606,45.8558240,-111.3263710
5554867,Manhatten Avenue,residential,n/a,41019606,45.8558240,-111.3263710
5554867,Manhatten Avenue,residential,n/a,41054550,45.8558158,-111.3258637
5554867,Manhatten Avenue,residential,n/a,40680590,45.8558043,-111.3251490
5554867,Manhatten Avenue,residential,n/a,40870784,45.8557929,-111.3244465
5554867,Manhatten Avenue,residential,n/a,40712018,45.8557813,-111.3237231
5554867,Manhatten Avenue,residential,n/a,41054555,45.8557700,-111.3230308
5554867,Manhatten Avenue,residential,n/a,3459218809,45.8557580,-111.3222854
5554867,Manhatten Avenue,residential,n/a,41054557,45.8557470,-111.3216000
5554904,West Dry Creek Road,secondary,n/a,40854173,45.8602860,-111.3265610
5554904,West Dry Creek Road,secondary,n/a,41055200,45.8603736,-111.3263194
5554904,West Dry Creek Road,secondary,n/a,41055207,45.8604197,-111.3258937
5554904,West Dry Creek Road,secondary,n/a,40870778,45.8604113,-111.3244384
5554904,West Dry Creek Road,secondary,n/a,40803852,45.8603886,-111.3234985
5554904,West Dry Creek Road,secondary,n/a,41055216,45.8603781,-111.3230176
5554904,West Dry Creek Road,secondary,n/a,41055219,45.8603500,-111.3216162
5554904,West Dry Creek Road,secondary,n/a,1083536196,45.8602796,-111.3165190
5554904,West Dry Creek Road,secondary,n/a,40680412,45.8602860,-111.3149630
5554904,West Dry Creek Road,secondary,n/a,1083536231,45.8602867,-111.3149065
5554905,West Dry Creek Road,residential,n/a,40857777,45.8604280,-111.3265690
5554905,West Dry Creek Road,residential,n/a,40854173,45.8602860,-111.3265610
5555312,Jefferson Avenue,residential,n/a,41039033,45.8563100,-111.3195658
5555312,Jefferson Avenue,residential,n/a,41066386,45.8563310,-111.3216020
5555396,Pine Street,residential,n/a,962318709,45.8549813,-111.3230329
5555396,Pine Street,residential,n/a,41054555,45.8557700,-111.3230308
5555396,Pine Street,residential,n/a,41045810,45.8573775,-111.3230267
5555396,Pine Street,residential,n/a,40829942,45.8589817,-111.3230226
5555396,Pine Street,residential,n/a,41068955,45.8602750,-111.3230192
5555396,Pine Street,residential,n/a,3458156161,45.8603113,-111.3230191
5555396,Pine Street,residential,n/a,41055216,45.8603781,-111.3230176
5555486,Cedar Street,residential,n/a,41055219,45.8603500,-111.3216162
5555486,Cedar Street,residential,n/a,3458156321,45.8602926,-111.3216159
5555486,Cedar Street,residential,n/a,40829943,45.8589590,-111.3216097
5555486,Cedar Street,residential,n/a,41045813,45.8573502,-111.3215970
5555486,Cedar Street,residential,n/a,41066386,45.8563310,-111.3216020
5555486,Cedar Street,residential,n/a,41054557,45.8557470,-111.3216000
5555486,Cedar Street,residential,n/a,40803282,45.8554000,-111.3216000
5555486,Cedar Street,residential,n/a,962318703,45.8545757,-111.3215913
5555486,Cedar Street,residential,n/a,41071549,45.8544845,-111.3215284
5555680,West Fulton Avenue,residential,n/a,40924263,45.8602985,-111.3287563
5555680,West Fulton Avenue,residential,n/a,40840639,45.8605120,-111.3291600
5555680,West Fulton Avenue,residential,n/a,41075083,45.8605895,-111.3292955
5555680,West Fulton Avenue,residential,n/a,2705337700,45.8609209,-111.3299267
5555680,West Fulton Avenue,residential,n/a,41075086,45.8610360,-111.3301460
5555680,West Fulton Avenue,residential,n/a,41075090,45.8611750,-111.3303730
5555680,West Fulton Avenue,residential,n/a,41075093,45.8612780,-111.3305100
5555680,West Fulton Avenue,residential,n/a,41075096,45.8613960,-111.3306250
5555680,West Fulton Avenue,residential,n/a,41075099,45.8615230,-111.3307220
5555680,West Fulton Avenue,residential,n/a,41075102,45.8616580,-111.3308010
5555680,West Fulton Avenue,residential,n/a,41075105,45.8617860,-111.3308650
5555680,West Fulton Avenue,residential,n/a,2705337725,45.8621924,-111.3310429
5555680,West Fulton Avenue,residential,n/a,41075110,45.8622100,-111.3310530
5555744,Yellowstone Avenue,residential,n/a,41039036,45.8544760,-111.3195585
5555744,Yellowstone Avenue,residential,n/a,41071549,45.8544845,-111.3215284
5555804,West Altenbrand Avenue,residential,n/a,41038624,45.8612728,-111.3276870
5555804,West Altenbrand Avenue,residential,n/a,3458156169,45.8611532,-111.3274424
5555804,West Altenbrand Avenue,residential,n/a,41077664,45.8608011,-111.3267222
5555804,West Altenbrand Avenue,residential,n/a,40857787,45.8607790,-111.3265870
5557434,Hemlock Street,residential,n/a,41113459,45.8599173,-111.3258505
5557434,Hemlock Street,residential,n/a,40853726,45.8598519,-111.3258921
5557434,Hemlock Street,residential,n/a,2705337694,45.8597902,-111.3258567
5557434,Hemlock Street,residential,n/a,40829922,45.8590153,-111.3258534
5557434,Hemlock Street,residential,n/a,41045819,45.8574183,-111.3258584
5557434,Hemlock Street,residential,n/a,41054550,45.8558158,-111.3258637
5557434,Hemlock Street,residential,n/a,41113471,45.8550930,-111.3258660
5557964,6th Street North,residential,n/a,41042230,45.8560257,-111.3297245
5557964,6th Street North,residential,n/a,40712060,45.8563981,-111.3293274
5557964,6th Street North,residential,n/a,41019613,45.8570337,-111.3286462
5557964,6th Street North,residential,n/a,41045821,45.8580358,-111.3275761
5557964,6th Street North,residential,n/a,40829933,45.8590430,-111.3265070
5558080,6th Street South,residential,n/a,40806261,45.8531590,-111.3328630
5558080,6th Street South,residential,n/a,41011767,45.8541644,-111.3317637
5558080,6th Street South,residential,n/a,40745059,45.8548064,-111.3310619
5558080,6th Street South,residential,n/a,40815726,45.8551820,-111.3306510
5559537,3rd Street North,residential,n/a,40720487,45.8605022,-111.3321990
5559537,3rd Street North,residential,n/a,40935406,45.8595076,-111.3332526
5559537,3rd Street North,residential,n/a,40725020,45.8588501,-111.3339490
5559537,3rd Street North,residential,n/a,40941434,45.8584719,-111.3343496
5559639,3rd Street South,residential,n/a,41169238,45.8549336,-111.3382394
5559639,3rd Street South,residential,n/a,41169240,45.8552141,-111.3379527
5559639,3rd Street South,residential,n/a,41169242,45.8556378,-111.3374935
5559639,3rd Street South,residential,n/a,40964041,45.8566448,-111.3364025
5559639,3rd Street South,residential,n/a,40745077,45.8572825,-111.3357118
5559639,3rd Street South,residential,n/a,40928618,45.8576662,-111.3352936
5559676,Poelman Lane,unclassified,n/a,41169954,45.8605600,-111.3520960
5559676,Poelman Lane,unclassified,n/a,41169957,45.8605640,-111.3512350
5559676,Poelman Lane,unclassified,n/a,41169960,45.8605790,-111.3484110
5559676,Poelman Lane,unclassified,n/a,41169962,45.8605820,-111.3460190
5559676,Poelman Lane,unclassified,n/a,41169965,45.8605650,-111.3419620
5559676,Poelman Lane,unclassified,n/a,40786350,45.8605610,-111.3410160
5559820,East Washington Avenue,residential,n/a,40813773,45.8586400,-111.3286860
5559820,East Washington Avenue,residential,n/a,40680604,45.8583379,-111.3281312
5559820,East Washington Avenue,residential,n/a,41045821,45.8580358,-111.3275761
5559820,East Washington Avenue,residential,n/a,40712039,45.8577163,-111.3269894
5559820,East Washington Avenue,residential,n/a,40792396,45.8574270,-111.3264580
5559820,East Washington Avenue,residential,n/a,41045819,45.8574183,-111.3258584
5559820,East Washington Avenue,residential,n/a,40680587,45.8574082,-111.3251532
5559820,East Washington Avenue,residential,n/a,40870781,45.8573979,-111.3244409
5559820,East Washington Avenue,residential,n/a,40712019,45.8573876,-111.3237284
5559820,East Washington Avenue,residential,n/a,41045810,45.8573775,-111.3230267
5559820,East Washington Avenue,residential,n/a,3459218820,45.8573643,-111.3223333
5559820,East Washington Avenue,residential,n/a,41045813,45.8573502,-111.3215970
5560461,West Park Avenue,residential,n/a,40928492,45.8543826,-111.3351904
5560461,West Park Avenue,residential,n/a,2019111481,45.8544487,-111.3353093
5560461,West Park Avenue,residential,n/a,40721107,45.8547183,-111.3357939
5560461,West Park Avenue,residential,n/a,40845298,45.8550184,-111.3363667
5560461,West Park Avenue,residential,n/a,40692651,45.8553324,-111.3369326
5560461,West Park Avenue,residential,n/a,41169242,45.8556378,-111.3374935
5560461,West Park Avenue,residential,n/a,40745110,45.8559516,-111.3380753
5560461,West Park Avenue,residential,n/a,41042973,45.8562390,-111.3386056
5560461,West Park Avenue,residential,n/a,40745093,45.8565248,-111.3391631
5560461,West Park Avenue,residential,n/a,40959522,45.8568413,-111.3397408
5560461,West Park Avenue,residential,n/a,40745106,45.8571423,-111.3403081
5560461,West Park Avenue,residential,n/a,40875568,45.8574433,-111.3408754
5560461,West Park Avenue,residential,n/a,41189569,45.8577204,-111.3413976
5560461,West Park Avenue,residential,n/a,41189572,45.8578271,-111.3415755
5560461,West Park Avenue,residential,n/a,40997381,45.8580619,-111.3419608
5668966,West 106th Street,secondary,n/a,4205830390,40.7982075,-73.9604245
5668966,West 106th Street,secondary,n/a,3602678205,40.7983244,-73.9607050
5668966,West 106th Street,secondary,n/a,4205830391,40.7984850,-73.9610904
5668968,West 80th Street,residential,yes,42421778,40.7855935,-73.9820114
5668968,West 80th Street,residential,yes,8727756094,40.7850831,-73.9808014
5668968,West 80th Street,residential,yes,42421776,40.7850311,-73.9806779
5668968,West 80th Street,residential,yes,8727756090,40.7849766,-73.9805486
5668968,West 80th Street,residential,yes,8709392086,40.7846082,-73.9796755
5668968,West 80th Street,residential,yes,42421775,40.7845691,-73.9795827
5668968,West 80th Street,residential,yes,1061531525,40.7844943,-73.9794053
5668968,West 80th Street,residential,yes,8709392092,40.7844446,-73.9792875
5668968,West 80th Street,residential,yes,6207264916,40.7838690,-73.9779225
5668968,West 80th Street,residential,yes,42421772,40.7838280,-73.9778254
5668968,West 80th Street,residential,yes,42421769,40.7826383,-73.9750067
5668973,Hillside Avenue,tertiary,yes,8904913030,40.8590785,-73.9314426
